title,genres
OT: Our Town (2002),Documentary
Devil's Playground (2002),Documentary
Journeys with George (2002),Documentary
"Ordet (Word, The) (1955)",Drama
"Tale of Two Cities, A (1935)",Drama
"Passion of Joan of Arc, The (Passion de Jeanne d'Arc, La) (1928)",Drama
House of Cards (1993),Drama
King Ralph (1991),Comedy
Lorenzo's Oil (1992),Drama
"Salo, or The 120 Days of Sodom (Salò o le 120 giornate di Sodoma) (1976)",Drama
Summer School (1987),Comedy
Radio Flyer (1992),Drama
"What's New, Pussycat (1965)",Comedy
Mary of Scotland (1936),Drama
Little Women (1949),Drama
Life with Father (1947),Comedy
Birdman of Alcatraz (1962),Drama
"Macbeth (a.k.a. Tragedy of Macbeth, The) (1971)",Drama
"Woman Under the Influence, A (1974)",Drama
"Navigator, The (1924)",Comedy
Jezebel (1938),Drama
"Hunchback of Notre Dame, The (1939)",Drama
Sweet Dreams (1985),Drama
Horse Feathers (1932),Comedy
"Front Page, The (1974)",Comedy
Rivers and Tides (2001),Documentary
Madhouse (1990),Comedy
Grass (1999),Documentary
Spring Forward (1999),Drama
"Summer Place, A (1959)",Drama
My Flesh and Blood (2003),Documentary
Stuck on You (2003),Comedy
Calendar Girls (2003),Comedy
House of Sand and Fog (2003),Drama
Japanese Story (2003),Drama
Aileen: Life and Death of a Serial Killer (2003),Documentary
Crimson Gold (Talaye sorgh) (2003),Drama
Osama (2003),Drama
"Great Gatsby, The (1974)",Drama
Ship of Fools (1965),Drama
Jane Eyre (1970),Drama
Blame It on the Bellboy (1992),Comedy
Only the Strong (1993),Action
Beyond Re-Animator (2003),Horror
Mon Oncle (My Uncle) (1958),Comedy
"M. Hulot’s Holiday (Mr. Hulot's Holiday) (Vacances de Monsieur Hulot, Les) (1953)",Comedy
They Drive by Night (1940),Drama
Pumping Iron (1977),Documentary
"Strada, La (1954)",Drama
"Boy and His Dog, A (1975)",Sci-Fi
Intolerance: Love's Struggle Throughout the Ages (1916),Drama
Where the Day Takes You (1992),Drama
Barbershop 2: Back in Business (2004),Comedy
Miracle (2004),Drama
"Dreamers, The (2003)",Drama
Thirteen (2003),Drama
Welcome to Mooseport (2004),Comedy
Monsieur Ibrahim (Monsieur Ibrahim et les fleurs du Coran) (2003),Drama
Diary of a Country Priest (Journal d'un curé de campagne) (1951),Drama
Raw Deal (1986),Action
Confessions of a Teenage Drama Queen (2004),Comedy
"Passion of the Christ, The (2004)",Drama
Twisted (2004),Thriller
Persona (1966),Drama
"Passion of Anna, The (Passion, En) (1969)",Drama
Just One of the Guys (1985),Comedy
Spartan (2004),Thriller
Broken Wings (Knafayim Shvurot) (2002),Drama
Ned Kelly (2003),Drama
Walking Tall (2004),Action
Scenes From a Marriage (Scener ur ett äktenskap) (1973),Drama
Paper Clips (2004),Documentary
This So-Called Disaster (2003),Documentary
Envy (2004),Comedy
Mean Girls (2004),Comedy
"Mudge Boy, The (2003)",Drama
Watch on the Rhine (1943),Drama
Henry & June (1990),Drama
"Three Faces of Eve, The (1957)",Drama
Kwaidan (Kaidan) (1964),Horror
28 Up (1985),Documentary
Wit (2001),Drama
"Fountainhead, The (1949)",Drama
Desert Hearts (1985),Drama
Chaplin (1992),Drama
"Miracle Worker, The (1962)",Drama
School Ties (1992),Drama
Noises Off... (1992),Comedy
"Witchfinder General (Conquerer Worm, The) (1968)",Horror
"Bells of St. Mary's, The (1945)",Drama
"Delta Force, The (1986)",Action
"Lonely Guy, The (1984)",Comedy
Protocol (1984),Comedy
"Scent of Green Papaya, The (Mùi du du xhan - L'odeur de la papaye verte) (1993)",Drama
Weekend (a.k.a. Le Week-end) (Week End) (1967),Drama
Tuesdays with Morrie (1999),Drama
"Best of Youth, The (La meglio gioventù) (2003)",Drama
"Bang, Bang, You're Dead (2002)",Drama
Twister (1990),Comedy
Genghis Blues (1999),Documentary
"11'09""01 - September 11 (2002)",Drama
"Parallax View, The (1974)",Thriller
Love Crazy (1941),Comedy
Lammbock (2001),Comedy
Notorious C.H.O. (2002),Comedy
The Plague of the Zombies (1966),Horror
Highway 61 (1991),Comedy
Master of the Flying Guillotine (Du bi quan wang da po xue di zi) (1975),Action
Gidget (1959),Comedy
Dark Days (2000),Documentary
Zelig (1983),Comedy
"Silence, The (Tystnaden) (1963)",Drama
Winter Light (Nattvardsgästerna) (1963),Drama
Through a Glass Darkly (Såsom i en spegel) (1961),Drama
The Magician (1958),Drama
Ken Park (2002),Drama
Broadway Danny Rose (1984),Comedy
Robot Jox (1990),Sci-Fi
Dolls (1987),Horror
"Power of One, The (1992)",Drama
"Weather Underground, The (2002)",Documentary
"Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom) (2003)",Drama
The Thief (1997),Drama
Sweet Bird of Youth (1962),Drama
Crossroads (1986),Drama
"Seducing Doctor Lewis (Grande séduction, La) (2003)",Comedy
Shock Corridor (1963),Drama
Au revoir les enfants (1987),Drama
Lola Montès (1955),Drama
Lust for Life (1956),Drama
"Dolce Vita, La (1960)",Drama
Sansho the Bailiff (Sanshô dayû) (1954),Drama
Zazie dans le métro (1960),Comedy
Anne of the Thousand Days (1969),Drama
Night of the Living Dead (1990),Horror
3 Women (Three Women) (1977),Drama
Grey Gardens (1975),Documentary
College (1927),Comedy
"Man Who Came to Dinner, The (1942)",Comedy
Make Way for Tomorrow (1937),Drama
Black Narcissus (1947),Drama
Soul Plane (2004),Comedy
Baadasssss! (How to Get the Man's Foot Outta Your Ass) (2003),Drama
"Hunting of the President, The (2004)",Documentary
Napoleon Dynamite (2004),Comedy
"Doctor, The (1991)",Drama
"Dresser, The (1983)",Drama
Father Hood (1993),Comedy
Hello Again (1987),Comedy
Meet the Applegates (1991),Comedy
This Island Earth (1955),Sci-Fi
Blackboard Jungle (1955),Drama
To Each His Own (1946),Drama
Executive Suite (1954),Drama
Johnny Belinda (1948),Drama
"Cincinnati Kid, The (1965)",Drama
"Immigrant, The (1917)",Comedy
Silent Movie (1976),Comedy
Anna Christie (1930),Drama
Dodgeball: A True Underdog Story (2004),Comedy
"Door in the Floor, The (2004)",Drama
Comandante (2003),Documentary
Mayor of the Sunset Strip (2003),Documentary
Our Hospitality (1923),Comedy
"Farmer's Daughter, The (1947)",Comedy
Butterfield 8 (1960),Drama
Fahrenheit 9/11 (2004),Documentary
Secret Society (2002),Comedy
Anchorman: The Legend of Ron Burgundy (2004),Comedy
Long Day's Journey Into Night (1962),Drama
"Bachelor and the Bobby-Soxer, The (1947)",Comedy
Mr. Blandings Builds His Dream House (1948),Comedy
"Snake Pit, The (1948)",Drama
"Super, The (1991)",Comedy
"Day of the Locust, The (1975)",Drama
"Yesterday, Today and Tomorrow (Ieri, oggi, domani) (1963)",Comedy
Unprecedented: The 2000 Presidential Election (2002),Documentary
"Prime of Miss Jean Brodie, The (1969)",Drama
My Voyage to Italy (Il mio viaggio in Italia) (1999),Documentary
"Manchurian Candidate, The (2004)",Thriller
"Story of Women (Affaire de femmes, Une) (1988)",Drama
We Don't Live Here Anymore (2004),Drama
Without a Paddle (2004),Comedy
Who's That Knocking at My Door? (1967),Drama
Camera Buff (Amator) (1979),Drama
"Vitelloni, I (a.k.a. The Young and the Passionate) (1953)",Drama
"Come Back, Little Sheba (1952)",Drama
Mask (1985),Drama
Cannibal Holocaust (1980),Horror
I Heart Huckabees (2004),Comedy
Stage Beauty (2004),Drama
"Country Girl, The (1954)",Drama
Tarnation (2003),Documentary
Surviving Christmas (2004),Comedy
Vera Drake (2004),Drama
Falling Angels (2003),Drama
Lightning in a Bottle (2004),Documentary
Ray (2004),Drama
Callas Forever (2002),Drama
Kinsey (2004),Drama
Finding Neverland (2004),Drama
Guerrilla: The Taking of Patty Hearst (2004),Documentary
I Am David (2003),Drama
Bush's Brain (2004),Documentary
That's Entertainment (1974),Documentary
"Freshman, The (1925)",Comedy
Greed (1924),Drama
Boudu Saved From Drowning (Boudu sauvé des eaux) (1932),Comedy
Stage Door (1937),Drama
Day of Wrath (Vredens dag) (1943),Drama
Great Expectations (1946),Drama
Unfaithfully Yours (1948),Comedy
The Wild One (1953),Drama
When a Woman Ascends the Stairs (Onna ga kaidan wo agaru toki) (1960),Drama
Advise and Consent (1962),Drama
Harakiri (Seppuku) (1962),Drama
Robinson Crusoe on Mars (1964),Sci-Fi
Play Time (a.k.a. Playtime) (1967),Comedy
"Holy Mountain, The (Montaña sagrada, La) (1973)",Drama
"Passenger, The (Professione: reporter) (1975)",Drama
Harlan County U.S.A. (1976),Documentary
Five Deadly Venoms (1978),Action
Boy Meets Girl (1984),Drama
"Times of Harvey Milk, The (1984)",Documentary
Death of a Salesman (1985),Drama
Spies Like Us (1985),Comedy
White Nights (1985),Drama
Club Paradise (1986),Comedy
"Sacrifice, The (Offret - Sacraficatio) (1986)",Drama
Dominick and Eugene (1988),Drama
Life Is a Long Quiet River (La vie est un long fleuve tranquille) (1988),Comedy
Almost an Angel (1990),Comedy
Ju Dou (1990),Drama
"Krays, The (1990)",Drama
Lionheart (1990),Action
35 Up (1991),Documentary
Dutch (1991),Comedy
Hearts of Darkness: A Filmmakers Apocalypse (1991),Documentary
Johnny Stecchino (1991),Comedy
"Stolen Children (Ladro di bambini, Il) (1992)",Drama
Ladybugs (1992),Comedy
Visions of Light: The Art of Cinematography (1992),Documentary
Bad Boy Bubby (1993),Drama
Barbarians at the Gate (1993),Drama
Major League II (1994),Comedy
"Late Shift, The (1996)",Comedy
Gummo (1997),Drama
RKO 281 (1999),Drama
Brave New World (1998),Sci-Fi
Candyman 3: Day of the Dead (1999),Horror
Style Wars (1983),Documentary
"Wind Will Carry Us, The (Bad ma ra khahad bord) (1999)",Drama
Paradise Lost 2: Revelations (2000),Documentary
Late Night Shopping (2001),Comedy
61* (2001),Drama
Ali G Indahouse (2002),Comedy
Dog Days (Hundstage) (2001),Drama
Fubar (2002),Comedy
"Brown Bunny, The (2003)",Drama
Ju-on: The Curse (2000),Horror
Bring It On Again (2004),Comedy
Comic Book: The Movie (2004),Comedy
Intimate Strangers (Confidences trop intimes) (2004),Drama
Down to the Bone (2004),Drama
Ju-on: The Grudge (2002),Horror
Red Lights (Feux rouges) (2004),Drama
"Sea Inside, The (Mar adentro) (2004)",Drama
"Chorus, The (Choristes, Les) (2004)",Drama
Slasher (2004),Documentary
"Bobby Jones, Stroke of Genius (2004)",Drama
"Return, The (Vozvrashcheniye) (2003)",Drama
"Corporation, The (2003)",Documentary
"Yes Men, The (2003)",Documentary
In My Father's Den (2004),Drama
Metallica: Some Kind of Monster (2004),Documentary
Born into Brothels (2004),Documentary
DiG! (2004),Documentary
Riding Giants (2004),Documentary
Outfoxed: Rupert Murdoch's War on Journalism (2004),Documentary
Million Dollar Baby (2004),Drama
"Aviator, The (2004)",Drama
"Woodsman, The (2004)",Drama
Meet the Fockers (2004),Comedy
"Love Song for Bobby Long, A (2004)",Drama
"Merchant of Venice, The (2004)",Drama
"Keys to the House, The (Chiavi di casa, Le) (2004)",Drama
Sweet Liberty (1986),Comedy
Coach Carter (2005),Drama
Boys Town (1938),Drama
Rory O'Shea Was Here (Inside I'm Dancing) (2004),Drama
Nobody Knows (Dare mo shiranai) (2004),Drama
"Marriage of Maria Braun, The (Ehe der Maria Braun, Die) (1979)",Drama
Purple Butterfly (Zi hudie) (2003),Drama
Uncle Nino (2003),Comedy
Sons of the Desert (1933),Comedy
Class Action (1991),Drama
"Oh, God! You Devil (1984)",Comedy
"Agony and the Ecstasy, The (1965)",Drama
Twentieth Century (1934),Comedy
Julia (1977),Drama
Milk and Honey (2003),Drama
"League of Ordinary Gentlemen, A (2004)",Documentary
Greedy (1994),Comedy
"Wild Parrots of Telegraph Hill, The (2003)",Documentary
"Ballad of Jack and Rose, The (2005)",Drama
Beauty Shop (2005),Comedy
Eros (2004),Drama
Tanguy (2001),Comedy
National Lampoon's Lady Killers (National Lampoon's Gold Diggers) (2003),Comedy
Brothers (Brødre) (2004),Drama
Holiday (Jour de fête) (1949),Comedy
Enron: The Smartest Guys in the Room (2005),Documentary
Dear Wendy (2005),Drama
Los Angeles Plays Itself (2003),Documentary
Kicking & Screaming (2005),Comedy
Divorce - Italian Style (Divorzio all'italiana) (1961),Comedy
Rock School (2005),Documentary
Eddie Izzard: Dress to Kill (1999),Comedy
Rize (2005),Documentary
3 Extremes (Three... Extremes) (Saam gaang yi) (2004),Horror
Cop and ½ (1993),Comedy
"March of the Penguins (Marche de l'empereur, La) (2005)",Documentary
Rebound (2005),Comedy
"Beat That My Heart Skipped, The (battre mon coeur s'est arrêté, De) (2005)",Drama
Murderball (2005),Documentary
"Calcium Kid, The (2004)",Comedy
Last Days (2005),Drama
Georgy Girl (1966),Comedy
"Browning Version, The (1951)",Drama
Deuce Bigalow: European Gigolo (2005),Comedy
Grizzly Man (2005),Documentary
Private Resort (1985),Comedy
"Teahouse of the August Moon, The (1956)",Comedy
Proof (2005),Drama
Why We Fight (2005),Documentary
Waiting... (2005),Comedy
"Unfinished Life, An (2005)",Drama
Woyzeck (1979),Drama
Oliver Twist (2005),Drama
"Greatest Game Ever Played, The (2005)",Drama
Darwin's Nightmare (2004),Documentary
No Direction Home: Bob Dylan (2005),Documentary
Goal! The Dream Begins (Goal!) (2005),Drama
Two for the Money (2005),Drama
North Country (2005),Drama
Stay (2005),Thriller
Don't Move (Non ti muovere) (2004),Drama
American Pie Presents: Band Camp (American Pie 4: Band Camp) (2005),Comedy
Manderlay (2005),Drama
Babylon 5,Sci-Fi
C.R.A.Z.Y. (2005),Drama
"Libertine, The (2004)",Drama
Wal-Mart: The High Cost of Low Price (2005),Documentary
"Ringer, The (2005)",Comedy
"Boys of Baraka, The (2005)",Documentary
Hostel (2005),Horror
Grandma's Boy (2006),Comedy
Glory Road (2006),Drama
Last Holiday (2006),Comedy
Looking for Comedy in the Muslim World (2005),Comedy
"World's Fastest Indian, The (2005)",Drama
Annapolis (2006),Drama
London (2005),Drama
Winter Passing (2005),Drama
Unknown White Male (2005),Documentary
Take the Lead (2006),Drama
"Devil and Daniel Johnston, The (2005)",Documentary
Mouchette (1967),Drama
Akeelah and the Bee (2006),Drama
Brainstorm (2001),Drama
This Film Is Not Yet Rated (2006),Documentary
"Benchwarmers, The (2006)",Comedy
Go for Zucker! (Alles auf Zucker!) (2004),Comedy
Secrets of a Soul (Geheimnisse einer Seele) (1926),Drama
9/11 (2002),Documentary
Stick It (2006),Comedy
Peaceful Warrior (2006),Drama
"Notorious Bettie Page, The (2005)",Drama
On a Clear Day (2005),Drama
Nacho Libre (2006),Comedy
"You, Me and Dupree (2006)",Comedy
Clerks II (2006),Comedy
Who Killed the Electric Car? (2006),Documentary
"Inconvenient Truth, An (2006)",Documentary
Stoned (2005),Drama
Metal: A Headbanger's Journey (2005),Documentary
"OH in Ohio, The (2006)",Comedy
Strangers with Candy (2005),Comedy
Wordplay (2006),Documentary
Orchestra Rehearsal (Prova d'orchestra) (1978),Drama
Little Man (2006),Comedy
World Trade Center (2006),Drama
"Pursuit of Happyness, The (2006)",Drama
Half Nelson (2006),Drama
Accepted (2006),Comedy
The Queen (2006),Drama
Beerfest (2006),Comedy
Invincible (2006),Drama
"Chump at Oxford, A (1940)",Comedy
SherryBaby (2006),Drama
Fear City: A Family-Style Comedy (La cité de la peur) (1994),Comedy
"Woods, The (2006)",Horror
Gridiron Gang (2006),Drama
Land of Plenty (Angst and Alienation in America) (2004),Drama
"Bridge, The (2006)",Documentary
All the King's Men (2006),Drama
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006),Comedy
Employee of the Month (2006),Comedy
Infamous (2006),Drama
Deliver Us from Evil (2006),Documentary
"U.S. vs. John Lennon, The (2006)",Documentary
Shut Up & Sing (2006),Documentary
For Your Consideration (2006),Comedy
Let's Go to Prison (2006),Comedy
Bobby (2006),Drama
Fast Food Nation (2006),Drama
"Nativity Story, The (2006)",Drama
Another Gay Movie (2006),Comedy
We Are Marshall (2006),Drama
Freedom Writers (2007),Drama
When the Levees Broke: A Requiem in Four Acts (2006),Documentary
Notes on a Scandal (2006),Drama
Miss Potter (2006),Drama
The Return of Don Camillo (1953),Comedy
The Little World of Don Camillo (1952),Comedy
After the Wedding (Efter brylluppet) (2006),Drama
Beer League (2006),Comedy
Dead Meat (2004),Horror
49 Up (2005),Documentary
Seven Up! (1964),Documentary
Cocaine Cowboys (2006),Documentary
"Astronaut Farmer, The (2007)",Drama
"Wake Up, Ron Burgundy (2004)",Comedy
Reno 911!: Miami (2007),Comedy
Black Snake Moan (2006),Drama
My Father and My Son (Babam ve oglum) (2005),Drama
Factory Girl (2006),Drama
Babylon 5: The Gathering (1993),Sci-Fi
Reign Over Me (2007),Drama
Pride (2007),Drama
Are We Done Yet? (2007),Comedy
American Hardcore (2006),Documentary
Mr. Bean's Holiday (2007),Comedy
Kickin It Old Skool (2007),Comedy
21 Up (1977),Documentary
Sharkwater (2006),Documentary
This Is England (2006),Drama
Away from Her (2006),Drama
Jonestown: The Life and Death of Peoples Temple (2006),Documentary
Them (Ils) (2006),Horror
"Valet, The (La doublure) (2006)",Comedy
Bring It On: All or Nothing (2006),Comedy
"Power of Nightmares, The: The Rise of the Politics of Fear (2004)",Documentary
Death at a Funeral (2007),Comedy
Manufactured Landscapes (2006),Documentary
Hot Rod (2007),Comedy
China Blue (2005),Documentary
Superbad (2007),Comedy
"Brice Man, The (Brice de Nice) (2005)",Comedy
Balls of Fury (2007),Comedy
Sydney White (2007),Comedy
Halloween (2007),Horror
"King of Kong, The (2007)",Documentary
"Brothers Solomon, The (2007)",Comedy
"Ten, The (2007)",Comedy
"4 Months, 3 Weeks and 2 Days (4 luni, 3 saptamâni si 2 zile) (2007)",Drama
No End in Sight (2007),Documentary
December Boys (2007),Drama
"Unreasonable Man, An (2006)",Documentary
Interview (2007),Drama
Mr. Woodcock (2007),Comedy
"Game Plan, The (2007)",Comedy
Elizabeth: The Golden Age (2007),Drama
"Comebacks, The (2007)",Comedy
Control (2007),Drama
"Last Winter, The (2006)",Horror
"Edge of Heaven, The (Auf der anderen Seite) (2007)",Drama
For the Bible Tells Me So (2007),Documentary
My Kid Could Paint That (2007),Documentary
King of California (2007),Comedy
"Diving Bell and the Butterfly, The (Scaphandre et le papillon, Le) (2007)",Drama
Be Kind Rewind (2008),Comedy
"Fugitive, The (1947)",Drama
Margot at the Wedding (2007),Drama
I'm Not There (2007),Drama
"Maxed Out: Hard Times, Easy Credit and the Era of Predatory Lenders (2006)",Documentary
Helvetica (2007),Documentary
"Kite Runner, The (2007)",Drama
Drained (O cheiro do Ralo) (2006),Comedy
Like Stars on Earth (Taare Zameen Par) (2007),Drama
Meet the Spartans (2008),Comedy
Strange Wilderness (2008),Comedy
Semi-Pro (2008),Comedy
Taxi to the Dark Side (2007),Documentary
College Road Trip (2008),Comedy
War Dance (2007),Documentary
"Love Guru, The (2008)",Comedy
City of Men (Cidade dos Homens) (2007),Drama
Heima (2007),Documentary
Snow Angels (2007),Drama
"Class, The (Klass) (2007)",Drama
Never Back Down (2008),Action
Drillbit Taylor (2008),Comedy
Zebraman (2004),Comedy
99 francs (2007),Comedy
Are You Scared? (2006),Horror
Baby Mama (2008),Comedy
Expelled: No Intelligence Allowed (2008),Documentary
American Pie Presents Beta House (American Pie 6: Beta House) (2007),Comedy
Nina's Heavenly Delights (2006),Comedy
"Bigger, Stronger, Faster* (2008)",Documentary
Recount (2008),Drama
You Don't Mess with the Zohan (2008),Comedy
Young People Fucking (a.k.a. YPF) (2007),Comedy
Gonzo: The Life and Work of Dr. Hunter S. Thompson (2008),Documentary
Encounters at the End of the World (2008),Documentary
Welcome to the Sticks (Bienvenue chez les Ch'tis) (2008),Comedy
Stargate: Continuum (2008),Sci-Fi
Step Brothers (2008),Comedy
Man on Wire (2008),Documentary
"Tracey Fragments, The (2007)",Drama
Frozen River (2008),Drama
Hamlet 2 (2008),Comedy
"House Bunny, The (2008)",Comedy
"Rocker, The (2008)",Comedy
I.O.U.S.A. (a.k.a. IOUSA) (2008),Documentary
Somers Town (2008),Drama
Disaster Movie (2008),Comedy
"Onion Movie, The (2008)",Comedy
John Adams (2008),Drama
Sunflower (Xiang ri kui) (2005),Drama
How to Lose Friends & Alienate People (2008),Comedy
"Sound of the Mountain (Thunder of the Mountain, The) (Yama no oto) (1954)",Drama
W. (2008),Drama
"Secret Life of Bees, The (2008)",Drama
"Wave, The (Welle, Die) (2008)",Drama
Tokyo-Ga (1985),Documentary
"Express, The (2008)",Drama
Babylon 5: The Legend of the Rangers: To Live and Die in Starlight (2002),Sci-Fi
Babylon 5: The Lost Tales - Voices in the Dark (2007),Sci-Fi
Role Models (2008),Comedy
Tokyo! (2008),Drama
Crows Zero (Kurôzu zero) (2007),Action
Sex Drive (2008),Comedy
"Class, The (Entre les murs) (2008)",Drama
Milk (2008),Drama
"Children, The (2008)",Horror
Four Christmases (2008),Comedy
Hunger (2008),Drama
"Pervert's Guide to Cinema, The (2006)",Documentary
Frost/Nixon (2008),Drama
Seven Pounds (2008),Drama
"Wrestler, The (2008)",Drama
Yes Man (2008),Comedy
Ben X (2007),Drama
Blackadder Back & Forth (1999),Comedy
Blackadder's Christmas Carol (1988),Comedy
Dear Zachary: A Letter to a Son About His Father (2008),Documentary
Zeitgeist: Addendum (2008),Documentary
Revenge of the Nerds III: The Next Generation (1992),Comedy
"11th Hour, The (2007)",Documentary
Departures (Okuribito) (2008),Drama
"Divo, Il (2008)",Drama
Friday the 13th (2009),Horror
"I Love You, Man (2009)",Comedy
Big Stan (2007),Comedy
Man on the Flying Trapeze (1935),Comedy
In the Loop (2009),Comedy
"Damned United, The (2009)",Drama
"Great Buck Howard, The (2008)",Comedy
Earth (2007),Documentary
Stanley Kubrick: A Life in Pictures (2001),Documentary
Crossing Over (2009),Drama
Balls Out: Gary the Tennis Coach (2009),Comedy
Powder Blue (2009),Drama
Fired Up (2009),Comedy
Home (2009),Documentary
My Sister's Keeper (2009),Drama
Brüno (Bruno) (2009),Comedy
9to5: Days in Porn (a.k.a. 9 to 5: Days in Porn) (2008),Documentary
Humpday (2009),Comedy
"Deal, The (2008)",Comedy
"Goods: Live Hard, Sell Hard, The (2009)",Comedy
Miss March (2009),Comedy
It Might Get Loud (2008),Documentary
My Life in Ruins (2009),Comedy
Taking Woodstock (2009),Comedy
If These Walls Could Talk (1996),Drama
"Most Hated Family in America, The (2007)",Documentary
Death of a Cyclist (Muerte de un ciclista) (1955),Drama
Extract (2009),Comedy
"Food, Inc. (2008)",Documentary
Blood Creek (a.k.a. Town Creek) (2009),Horror
Still Walking (Aruitemo aruitemo) (2008),Drama
"Cove, The (2009)",Documentary
"Invention of Lying, The (2009)",Comedy
Coco Before Chanel (Coco avant Chanel) (2009),Drama
Burma VJ: Reporting from a Closed Country (Burma VJ: Reporter i et lukket land) (2008),Documentary
"Misfortunates, The (De helaasheid der dingen) (2009)",Drama
"Tournament, The (2009)",Action
Gentlemen Broncos (2009),Comedy
"Private Lives of Pippa Lee, The (2009)",Drama
Precious (2009),Drama
Garage (2007),Drama
"Blind Side, The  (2009)",Drama
Shrink (2009),Drama
Old Dogs (2009),Comedy
Earthlings (2006),Documentary
"Single Man, A (2009)",Drama
Invictus (2009),Drama
"Peacekeeper, The (1997)",Action
American Pie Presents: The Book of Love (American Pie 7: The Book of Love) (2009),Comedy
Hachiko: A Dog's Story (a.k.a. Hachi: A Dog's Tale) (2009),Drama
Pekka ja Pätkä Suezilla (1958),Comedy
"Dennis the Menace Christmas, A (2007)",Comedy
Temple Grandin (2010),Drama
Motherhood (2009),Comedy
"Yes Men Fix the World, The (2009)",Documentary
Mike Bassett: England Manager (2001),Comedy
She's Out of My League (2010),Comedy
Little Ashes (2008),Drama
Our Family Wedding (2010),Comedy
Women in Trouble (2009),Comedy
Mondo Cane (1962),Documentary
"Slammin' Salmon, The (2009)",Comedy
Steam of Life (Miesten vuoro) (2010),Documentary
Wild China (2008),Documentary
Death at a Funeral (2010),Comedy
Disgrace (2008),Drama
"Human Centipede, The (First Sequence) (2009)",Horror
Three Men and a Cradle (3 hommes et un couffin) (1985),Comedy
Cargo (2009),Sci-Fi
Ricky Gervais Live: Animals (2003),Comedy
Get Him to the Greek (2010),Comedy
Ricky Gervais Live 3: Fame (2007),Comedy
Best Worst Movie (2009),Documentary
Enter the Void (2009),Drama
Endgame (2009),Drama
